Country Name,Country Code,Indicator Name,FINAL,dd
"Congo, Rep.",COG,Poverty gap at rural poverty line (%),2.6,
"Congo, Rep.",COG,Poverty headcount ratio at rural poverty line (% of rural population),74.8,
"Congo, Rep.",COG,Poverty gap at urban poverty line (%),,
"Congo, Rep.",COG,Poverty headcount ratio at urban poverty line (% of urban population),,
Costa Rica,CRI,Income share held by second 20%,8,
Costa Rica,CRI,Income share held by third 20%,12.41,
Costa Rica,CRI,Income share held by fourth 20%,19.87,
Costa Rica,CRI,Income share held by highest 20%,55.87,
Costa Rica,CRI,Income share held by highest 10%,39.5,
Costa Rica,CRI,Income share held by lowest 10%,1.23,
Costa Rica,CRI,Income share held by lowest 20%,3.85,
Costa Rica,CRI,Poverty headcount ratio at $2 a day (PPP) (% of population),5.97,
Costa Rica,CRI,Poverty headcount ratio at $1.25 a day (PPP) (% of population),3.12,
Costa Rica,CRI,Poverty gap at $2 a day (PPP) (%),2.73,
Costa Rica,CRI,Poverty gap at $1.25 a day (PPP) (%),1.79,
Costa Rica,CRI,GINI index,5.73,
Costa Rica,CRI,Poverty gap at national poverty line (%),,
Costa Rica,CRI,Poverty headcount ratio at national poverty line (% of population),24.8,
Costa Rica,CRI,Poverty gap at rural poverty line (%),,
Costa Rica,CRI,Poverty headcount ratio at rural poverty line (% of rural population),29.3,
Costa Rica,CRI,Poverty gap at urban poverty line (%),,
Costa Rica,CRI,Poverty headcount ratio at urban poverty line (% of urban population),22,
Cote d'Ivoire,CIV,Income share held by second 20%,1.7,
Cote d'Ivoire,CIV,Income share held by third 20%,14.9,
Cote d'Ivoire,CIV,Income share held by fourth 20%,21.8,
Cote d'Ivoire,CIV,Income share held by highest 20%,47.63,
Cote d'Ivoire,CIV,Income share held by highest 10%,31.75,
Cote d'Ivoire,CIV,Income share held by lowest 10%,2.23,
Cote d'Ivoire,CIV,Income share held by lowest 20%,5.6,
Cote d'Ivoire,CIV,Poverty headcount ratio at $2 a day (PPP) (% of population),46.34,
Cote d'Ivoire,CIV,Poverty headcount ratio at $1.25 a day (PPP) (% of population),23.75,
Cote d'Ivoire,CIV,Poverty gap at $2 a day (PPP) (%),17.79,
Cote d'Ivoire,CIV,Poverty gap at $1.25 a day (PPP) (%),7.5,
Cote d'Ivoire,CIV,GINI index,41.5,
Cote d'Ivoire,CIV,Poverty gap at national poverty line (%),15.3,
Cote d'Ivoire,CIV,Poverty headcount ratio at national poverty line (% of population),42.7,
Cote d'Ivoire,CIV,Poverty gap at rural poverty line (%),2.3,
Cote d'Ivoire,CIV,Poverty headcount ratio at rural poverty line (% of rural population),54.2,
Cote d'Ivoire,CIV,Poverty gap at urban poverty line (%),9.5,
Cote d'Ivoire,CIV,Poverty headcount ratio at urban poverty line (% of urban population),29.4,
Croatia,HRV,Income share held by second 20%,12.21,
Croatia,HRV,Income share held by third 20%,16.16,
Croatia,HRV,Income share held by fourth 20%,21.62,
Croatia,HRV,Income share held by highest 20%,41.96,
Croatia,HRV,Income share held by highest 10%,27.48,
Croatia,HRV,Income share held by lowest 10%,3.33,
Croatia,HRV,Income share held by lowest 20%,8.5,
Croatia,HRV,Poverty headcount ratio at $2 a day (PPP) (% of population),0.9,
Croatia,HRV,Poverty headcount ratio at $1.25 a day (PPP) (% of population),0.6,
Croatia,HRV,Poverty gap at $2 a day (PPP) (%),0.9,
Croatia,HRV,Poverty gap at $1.25 a day (PPP) (%),0.9,
Croatia,HRV,GINI index,33.65,
Croatia,HRV,Poverty gap at national poverty line (%),2.6,
Croatia,HRV,Poverty headcount ratio at national poverty line (% of population),11.1,
Croatia,HRV,Poverty gap at rural poverty line (%),,
Croatia,HRV,Poverty headcount ratio at rural poverty line (% of rural population),,
Croatia,HRV,Poverty gap at urban poverty line (%),,
Croatia,HRV,Poverty headcount ratio at urban poverty line (% of urban population),,
Cuba,CUB,Income share held by second 20%,,
Cuba,CUB,Income share held by third 20%,,
Cuba,CUB,Income share held by fourth 20%,,
Cuba,CUB,Income share held by highest 20%,,
Cuba,CUB,Income share held by highest 10%,,
Cuba,CUB,Income share held by lowest 10%,,
Cuba,CUB,Income share held by lowest 20%,,
Cuba,CUB,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Cuba,CUB,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Cuba,CUB,Poverty gap at $2 a day (PPP) (%),,
Cuba,CUB,Poverty gap at $1.25 a day (PPP) (%),,
Cuba,CUB,GINI index,,
Cuba,CUB,Poverty gap at national poverty line (%),,
Cuba,CUB,Poverty headcount ratio at national poverty line (% of population),,
Cuba,CUB,Poverty gap at rural poverty line (%),,
Cuba,CUB,Poverty headcount ratio at rural poverty line (% of rural population),,
Cuba,CUB,Poverty gap at urban poverty line (%),,
Cuba,CUB,Poverty headcount ratio at urban poverty line (% of urban population),,
Curacao,CUW,Income share held by second 20%,,
Curacao,CUW,Income share held by third 20%,,
Curacao,CUW,Income share held by fourth 20%,,
Curacao,CUW,Income share held by highest 20%,,
Curacao,CUW,Income share held by highest 10%,,
Curacao,CUW,Income share held by lowest 10%,,
Curacao,CUW,Income share held by lowest 20%,,
Curacao,CUW,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Curacao,CUW,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Curacao,CUW,Poverty gap at $2 a day (PPP) (%),,
Curacao,CUW,Poverty gap at $1.25 a day (PPP) (%),,
Curacao,CUW,GINI index,,
Curacao,CUW,Poverty gap at national poverty line (%),,
Curacao,CUW,Poverty headcount ratio at national poverty line (% of population),,
Curacao,CUW,Poverty gap at rural poverty line (%),,
Curacao,CUW,Poverty headcount ratio at rural poverty line (% of rural population),,
Curacao,CUW,Poverty gap at urban poverty line (%),,
Curacao,CUW,Poverty headcount ratio at urban poverty line (% of urban population),,
Cyprus,CYP,Income share held by second 20%,,
Cyprus,CYP,Income share held by third 20%,,
Cyprus,CYP,Income share held by fourth 20%,,
Cyprus,CYP,Income share held by highest 20%,,
Cyprus,CYP,Income share held by highest 10%,,
Cyprus,CYP,Income share held by lowest 10%,,
Cyprus,CYP,Income share held by lowest 20%,,
Cyprus,CYP,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Cyprus,CYP,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Cyprus,CYP,Poverty gap at $2 a day (PPP) (%),,
Cyprus,CYP,Poverty gap at $1.25 a day (PPP) (%),,
Cyprus,CYP,GINI index,,
Cyprus,CYP,Poverty gap at national poverty line (%),,
Cyprus,CYP,Poverty headcount ratio at national poverty line (% of population),,
Cyprus,CYP,Poverty gap at rural poverty line (%),,
Cyprus,CYP,Poverty headcount ratio at rural poverty line (% of rural population),,
Cyprus,CYP,Poverty gap at urban poverty line (%),,
Cyprus,CYP,Poverty headcount ratio at urban poverty line (% of urban population),,
Czech Republic,CZE,Income share held by second 20%,,
Czech Republic,CZE,Income share held by third 20%,,
Czech Republic,CZE,Income share held by fourth 20%,,
Czech Republic,CZE,Income share held by highest 20%,,
Czech Republic,CZE,Income share held by highest 10%,,
Czech Republic,CZE,Income share held by lowest 10%,,
Czech Republic,CZE,Income share held by lowest 20%,,
Czech Republic,CZE,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Czech Republic,CZE,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Czech Republic,CZE,Poverty gap at $2 a day (PPP) (%),,
Czech Republic,CZE,Poverty gap at $1.25 a day (PPP) (%),,
Czech Republic,CZE,GINI index,,
Czech Republic,CZE,Poverty gap at national poverty line (%),,
Czech Republic,CZE,Poverty headcount ratio at national poverty line (% of population),,
Czech Republic,CZE,Poverty gap at rural poverty line (%),,
Czech Republic,CZE,Poverty headcount ratio at rural poverty line (% of rural population),,
Czech Republic,CZE,Poverty gap at urban poverty line (%),,
Czech Republic,CZE,Poverty headcount ratio at urban poverty line (% of urban population),,
Denmark,DNK,Income share held by second 20%,,
Denmark,DNK,Income share held by third 20%,,
Denmark,DNK,Income share held by fourth 20%,,
Denmark,DNK,Income share held by highest 20%,,
Denmark,DNK,Income share held by highest 10%,,
Denmark,DNK,Income share held by lowest 10%,,
Denmark,DNK,Income share held by lowest 20%,,
Denmark,DNK,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Denmark,DNK,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Denmark,DNK,Poverty gap at $2 a day (PPP) (%),,
Denmark,DNK,Poverty gap at $1.25 a day (PPP) (%),,
Denmark,DNK,GINI index,,
Denmark,DNK,Poverty gap at national poverty line (%),,
Denmark,DNK,Poverty headcount ratio at national poverty line (% of population),,
Denmark,DNK,Poverty gap at rural poverty line (%),,
Denmark,DNK,Poverty headcount ratio at rural poverty line (% of rural population),,
Denmark,DNK,Poverty gap at urban poverty line (%),,
Denmark,DNK,Poverty headcount ratio at urban poverty line (% of urban population),,
Djibouti,DJI,Income share held by second 20%,1.51,
Djibouti,DJI,Income share held by third 20%,15.21,
Djibouti,DJI,Income share held by fourth 20%,21.78,
Djibouti,DJI,Income share held by highest 20%,46.47,
Djibouti,DJI,Income share held by highest 10%,3.91,
Djibouti,DJI,Income share held by lowest 10%,2.42,
Djibouti,DJI,Income share held by lowest 20%,6.3,
Djibouti,DJI,Poverty headcount ratio at $2 a day (PPP) (% of population),41.2,
Djibouti,DJI,Poverty headcount ratio at $1.25 a day (PPP) (% of population),18.84,
Djibouti,DJI,Poverty gap at $2 a day (PPP) (%),14.58,
Djibouti,DJI,Poverty gap at $1.25 a day (PPP) (%),5.29,
Djibouti,DJI,GINI index,39.96,
Djibouti,DJI,Poverty gap at national poverty line (%),,
Djibouti,DJI,Poverty headcount ratio at national poverty line (% of population),,
Djibouti,DJI,Poverty gap at rural poverty line (%),,
Djibouti,DJI,Poverty headcount ratio at rural poverty line (% of rural population),,
Djibouti,DJI,Poverty gap at urban poverty line (%),,
Djibouti,DJI,Poverty headcount ratio at urban poverty line (% of urban population),,
Dominica,DMA,Income share held by second 20%,,
Dominica,DMA,Income share held by third 20%,,
Dominica,DMA,Income share held by fourth 20%,,
Dominica,DMA,Income share held by highest 20%,,
Dominica,DMA,Income share held by highest 10%,,
Dominica,DMA,Income share held by lowest 10%,,
Dominica,DMA,Income share held by lowest 20%,,
Dominica,DMA,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Dominica,DMA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Dominica,DMA,Poverty gap at $2 a day (PPP) (%),,
Dominica,DMA,Poverty gap at $1.25 a day (PPP) (%),,
Dominica,DMA,GINI index,,
Dominica,DMA,Poverty gap at national poverty line (%),,
Dominica,DMA,Poverty headcount ratio at national poverty line (% of population),,
Dominica,DMA,Poverty gap at rural poverty line (%),,
Dominica,DMA,Poverty headcount ratio at rural poverty line (% of rural population),,
Dominica,DMA,Poverty gap at urban poverty line (%),,
Dominica,DMA,Poverty headcount ratio at urban poverty line (% of urban population),,
Dominican Republic,DOM,Income share held by second 20%,8.59,
Dominican Republic,DOM,Income share held by third 20%,13.15,
Dominican Republic,DOM,Income share held by fourth 20%,2.81,
Dominican Republic,DOM,Income share held by highest 20%,52.78,
Dominican Republic,DOM,Income share held by highest 10%,36.41,
Dominican Republic,DOM,Income share held by lowest 10%,1.81,
Dominican Republic,DOM,Income share held by lowest 20%,4.67,
Dominican Republic,DOM,Poverty headcount ratio at $2 a day (PPP) (% of population),9.88,
Dominican Republic,DOM,Poverty headcount ratio at $1.25 a day (PPP) (% of population),2.24,
Dominican Republic,DOM,Poverty gap at $2 a day (PPP) (%),2.39,
Dominican Republic,DOM,Poverty gap at $1.25 a day (PPP) (%),0.52,
Dominican Republic,DOM,GINI index,47.2,
Dominican Republic,DOM,Poverty gap at national poverty line (%),,
Dominican Republic,DOM,Poverty headcount ratio at national poverty line (% of population),4.42787,
Dominican Republic,DOM,Poverty gap at rural poverty line (%),,
Dominican Republic,DOM,Poverty headcount ratio at rural poverty line (% of rural population),48.43985,
Dominican Republic,DOM,Poverty gap at urban poverty line (%),,
Dominican Republic,DOM,Poverty headcount ratio at urban poverty line (% of urban population),36.5389,
Ecuador,ECU,Income share held by second 20%,8.23,
Ecuador,ECU,Income share held by third 20%,12.98,
Ecuador,ECU,Income share held by fourth 20%,2.71,
Ecuador,ECU,Income share held by highest 20%,53.79,
Ecuador,ECU,Income share held by highest 10%,38.32,
Ecuador,ECU,Income share held by lowest 10%,1.35,
Ecuador,ECU,Income share held by lowest 20%,4.29,
Ecuador,ECU,Poverty headcount ratio at $2 a day (PPP) (% of population),1.59,
Ecuador,ECU,Poverty headcount ratio at $1.25 a day (PPP) (% of population),4.61,
Ecuador,ECU,Poverty gap at $2 a day (PPP) (%),4.8,
Ecuador,ECU,Poverty gap at $1.25 a day (PPP) (%),2.1,
Ecuador,ECU,GINI index,49.26,
Ecuador,ECU,Poverty gap at national poverty line (%),,
Ecuador,ECU,Poverty headcount ratio at national poverty line (% of population),28.6,
Ecuador,ECU,Poverty gap at rural poverty line (%),,
Ecuador,ECU,Poverty headcount ratio at rural poverty line (% of rural population),5.9,
Ecuador,ECU,Poverty gap at urban poverty line (%),,
Ecuador,ECU,Poverty headcount ratio at urban poverty line (% of urban population),17.4,
"Egypt, Arab Rep.",EGY,Income share held by second 20%,13.2,
"Egypt, Arab Rep.",EGY,Income share held by third 20%,16.37,
"Egypt, Arab Rep.",EGY,Income share held by fourth 20%,21.3,
"Egypt, Arab Rep.",EGY,Income share held by highest 20%,4.34,
"Egypt, Arab Rep.",EGY,Income share held by highest 10%,26.58,
"Egypt, Arab Rep.",EGY,Income share held by lowest 10%,3.96,
"Egypt, Arab Rep.",EGY,Income share held by lowest 20%,9.24,
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $2 a day (PPP) (% of population),15.43,
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $1.25 a day (PPP) (% of population),1.69,
"Egypt, Arab Rep.",EGY,Poverty gap at $2 a day (PPP) (%),2.84,
"Egypt, Arab Rep.",EGY,Poverty gap at $1.25 a day (PPP) (%),0.38,
"Egypt, Arab Rep.",EGY,GINI index,3.77,
"Egypt, Arab Rep.",EGY,Poverty gap at national poverty line (%),3.6,
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at national poverty line (% of population),22,
"Egypt, Arab Rep.",EGY,Poverty gap at rural poverty line (%),,
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at rural poverty line (% of rural population),3,
"Egypt, Arab Rep.",EGY,Poverty gap at urban poverty line (%),,
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at urban poverty line (% of urban population),1.6,
El Salvador,SLV,Income share held by second 20%,8.83,
El Salvador,SLV,Income share held by third 20%,13.7,
El Salvador,SLV,Income share held by fourth 20%,2.67,
El Salvador,SLV,Income share held by highest 20%,53.9,
El Salvador,SLV,Income share held by highest 10%,37,
El Salvador,SLV,Income share held by lowest 10%,1.3,
El Salvador,SLV,Income share held by lowest 20%,3.71,
El Salvador,SLV,Poverty headcount ratio at $2 a day (PPP) (% of population),16.94,
El Salvador,SLV,Poverty headcount ratio at $1.25 a day (PPP) (% of population),8.97,
El Salvador,SLV,Poverty gap at $2 a day (PPP) (%),7.6,
El Salvador,SLV,Poverty gap at $1.25 a day (PPP) (%),4.44,
El Salvador,SLV,GINI index,48.33,
El Salvador,SLV,Poverty gap at national poverty line (%),,
El Salvador,SLV,Poverty headcount ratio at national poverty line (% of population),42.5,
El Salvador,SLV,Poverty gap at rural poverty line (%),,
El Salvador,SLV,Poverty headcount ratio at rural poverty line (% of rural population),46.5,
El Salvador,SLV,Poverty gap at urban poverty line (%),,
El Salvador,SLV,Poverty headcount ratio at urban poverty line (% of urban population),33.3,
Equatorial Guinea,GNQ,Income share held by second 20%,,
Equatorial Guinea,GNQ,Income share held by third 20%,,
Equatorial Guinea,GNQ,Income share held by fourth 20%,,
Equatorial Guinea,GNQ,Income share held by highest 20%,,
Equatorial Guinea,GNQ,Income share held by highest 10%,,
Equatorial Guinea,GNQ,Income share held by lowest 10%,,
Equatorial Guinea,GNQ,Income share held by lowest 20%,,
Equatorial Guinea,GNQ,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Equatorial Guinea,GNQ,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Equatorial Guinea,GNQ,Poverty gap at $2 a day (PPP) (%),,
Equatorial Guinea,GNQ,Poverty gap at $1.25 a day (PPP) (%),,
Equatorial Guinea,GNQ,GINI index,,
Equatorial Guinea,GNQ,Poverty gap at national poverty line (%),45.3,
Equatorial Guinea,GNQ,Poverty headcount ratio at national poverty line (% of population),76.8,
Equatorial Guinea,GNQ,Poverty gap at rural poverty line (%),49.8,
Equatorial Guinea,GNQ,Poverty headcount ratio at rural poverty line (% of rural population),79.9,
Equatorial Guinea,GNQ,Poverty gap at urban poverty line (%),67,
Equatorial Guinea,GNQ,Poverty headcount ratio at urban poverty line (% of urban population),31.5,
Eritrea,ERI,Income share held by second 20%,,
Eritrea,ERI,Income share held by third 20%,,
Eritrea,ERI,Income share held by fourth 20%,,
Eritrea,ERI,Income share held by highest 20%,,
Eritrea,ERI,Income share held by highest 10%,,
Eritrea,ERI,Income share held by lowest 10%,,
Eritrea,ERI,Income share held by lowest 20%,,
Eritrea,ERI,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Eritrea,ERI,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Eritrea,ERI,Poverty gap at $2 a day (PPP) (%),,
Eritrea,ERI,Poverty gap at $1.25 a day (PPP) (%),,
Eritrea,ERI,GINI index,,
Eritrea,ERI,Poverty gap at national poverty line (%),,
Eritrea,ERI,Poverty headcount ratio at national poverty line (% of population),,
Eritrea,ERI,Poverty gap at rural poverty line (%),,
Eritrea,ERI,Poverty headcount ratio at rural poverty line (% of rural population),,
Eritrea,ERI,Poverty gap at urban poverty line (%),,
Eritrea,ERI,Poverty headcount ratio at urban poverty line (% of urban population),,
Estonia,EST,Income share held by second 20%,11.64,
Estonia,EST,Income share held by third 20%,16.2,
Estonia,EST,Income share held by fourth 20%,22.18,
Estonia,EST,Income share held by highest 20%,43.18,
Estonia,EST,Income share held by highest 10%,27.97,
Estonia,EST,Income share held by lowest 10%,2.71,
Estonia,EST,Income share held by lowest 20%,6.8,
Estonia,EST,Poverty headcount ratio at $2 a day (PPP) (% of population),1.54,
Estonia,EST,Poverty headcount ratio at $1.25 a day (PPP) (% of population),0.46,
Estonia,EST,Poverty gap at $2 a day (PPP) (%),0.48,
Estonia,EST,Poverty gap at $1.25 a day (PPP) (%),0.23,
Estonia,EST,GINI index,36,
Estonia,EST,Poverty gap at national poverty line (%),,
Estonia,EST,Poverty headcount ratio at national poverty line (% of population),,
Estonia,EST,Poverty gap at rural poverty line (%),,
Estonia,EST,Poverty headcount ratio at rural poverty line (% of rural population),,
Estonia,EST,Poverty gap at urban poverty line (%),,
Estonia,EST,Poverty headcount ratio at urban poverty line (% of urban population),,
Ethiopia,ETH,Income share held by second 20%,13.22,
Ethiopia,ETH,Income share held by third 20%,16.78,
Ethiopia,ETH,Income share held by fourth 20%,21.33,
Ethiopia,ETH,Income share held by highest 20%,39.41,
Ethiopia,ETH,Income share held by highest 10%,25.63,
Ethiopia,ETH,Income share held by lowest 10%,4.5,
Ethiopia,ETH,Income share held by lowest 20%,9.26,
Ethiopia,ETH,Poverty headcount ratio at $2 a day (PPP) (% of population),77.63,
Ethiopia,ETH,Poverty headcount ratio at $1.25 a day (PPP) (% of population),38.96,
Ethiopia,ETH,Poverty gap at $2 a day (PPP) (%),28.85,
Ethiopia,ETH,Poverty gap at $1.25 a day (PPP) (%),9.6,
Ethiopia,ETH,GINI index,29.83,
Ethiopia,ETH,Poverty gap at national poverty line (%),7.8,
Ethiopia,ETH,Poverty headcount ratio at national poverty line (% of population),29.6,
Ethiopia,ETH,Poverty gap at rural poverty line (%),8,
Ethiopia,ETH,Poverty headcount ratio at rural poverty line (% of rural population),3.4,
Ethiopia,ETH,Poverty gap at urban poverty line (%),6.9,
Ethiopia,ETH,Poverty headcount ratio at urban poverty line (% of urban population),25.7,
Faeroe Islands,FRO,Income share held by second 20%,,
Faeroe Islands,FRO,Income share held by third 20%,,
Faeroe Islands,FRO,Income share held by fourth 20%,,
Faeroe Islands,FRO,Income share held by highest 20%,,
Faeroe Islands,FRO,Income share held by highest 10%,,
Faeroe Islands,FRO,Income share held by lowest 10%,,
Faeroe Islands,FRO,Income share held by lowest 20%,,
Faeroe Islands,FRO,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Faeroe Islands,FRO,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Faeroe Islands,FRO,Poverty gap at $2 a day (PPP) (%),,
Faeroe Islands,FRO,Poverty gap at $1.25 a day (PPP) (%),,
Faeroe Islands,FRO,GINI index,,
Faeroe Islands,FRO,Poverty gap at national poverty line (%),,
Faeroe Islands,FRO,Poverty headcount ratio at national poverty line (% of population),,
Faeroe Islands,FRO,Poverty gap at rural poverty line (%),,
Faeroe Islands,FRO,Poverty headcount ratio at rural poverty line (% of rural population),,
Faeroe Islands,FRO,Poverty gap at urban poverty line (%),,
Faeroe Islands,FRO,Poverty headcount ratio at urban poverty line (% of urban population),,
Fiji,FJI,Income share held by second 20%,9.87,
Fiji,FJI,Income share held by third 20%,14.7,
Fiji,FJI,Income share held by fourth 20%,2.27,
Fiji,FJI,Income share held by highest 20%,49.59,
Fiji,FJI,Income share held by highest 10%,34.87,
Fiji,FJI,Income share held by lowest 10%,2.64,
Fiji,FJI,Income share held by lowest 20%,6.2,
Fiji,FJI,Poverty headcount ratio at $2 a day (PPP) (% of population),22.9,
Fiji,FJI,Poverty headcount ratio at $1.25 a day (PPP) (% of population),5.88,
Fiji,FJI,Poverty gap at $2 a day (PPP) (%),5.98,
Fiji,FJI,Poverty gap at $1.25 a day (PPP) (%),1.14,
Fiji,FJI,GINI index,42.83,
Fiji,FJI,Poverty gap at national poverty line (%),1.1,
Fiji,FJI,Poverty headcount ratio at national poverty line (% of population),31,
Fiji,FJI,Poverty gap at rural poverty line (%),14.8,
Fiji,FJI,Poverty headcount ratio at rural poverty line (% of rural population),43.3,
Fiji,FJI,Poverty gap at urban poverty line (%),5.4,
Fiji,FJI,Poverty headcount ratio at urban poverty line (% of urban population),18.6,
Finland,FIN,Income share held by second 20%,14.7,
Finland,FIN,Income share held by third 20%,17.47,
Finland,FIN,Income share held by fourth 20%,22.14,
Finland,FIN,Income share held by highest 20%,36.7,
Finland,FIN,Income share held by highest 10%,22.57,
Finland,FIN,Income share held by lowest 10%,4.2,
Finland,FIN,Income share held by lowest 20%,9.62,
Finland,FIN,Poverty headcount ratio at $2 a day (PPP) (% of population),,
Finland,FIN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
Finland,FIN,Poverty gap at $2 a day (PPP) (%),,
Finland,FIN,Poverty gap at $1.25 a day (PPP) (%),,
Finland,FIN,GINI index,26.88,
Finland,FIN,Poverty gap at national poverty line (%),,
Finland,FIN,Poverty headcount ratio at national poverty line (% of population),,
Finland,FIN,Poverty gap at rural poverty line (%),,
Finland,FIN,Poverty headcount ratio at rural poverty line (% of rural population),,
Finland,FIN,Poverty gap at urban poverty line (%),,
Finland,FIN,Poverty headcount ratio at urban poverty line (% of urban population),,
France,FRA,Income share held by second 20%,,
France,FRA,Income share held by third 20%,,
France,FRA,Income share held by fourth 20%,,
France,FRA,Income share held by highest 20%,,
France,FRA,Income share held by highest 10%,,
France,FRA,Income share held by lowest 10%,,
France,FRA,Income share held by lowest 20%,,
France,FRA,Poverty headcount ratio at $2 a day (PPP) (% of population),,
France,FRA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
France,FRA,Poverty gap at $2 a day (PPP) (%),,
France,FRA,Poverty gap at $1.25 a day (PPP) (%),,
France,FRA,GINI index,,
France,FRA,Poverty gap at national poverty line (%),,
France,FRA,Poverty headcount ratio at national poverty line (% of population),,
France,FRA,Poverty gap at rural poverty line (%),,
France,FRA,Poverty headcount ratio at rural poverty line (% of rural population),,
France,FRA,Poverty gap at urban poverty line (%),,
France,FRA,Poverty headcount ratio at urban poverty line (% of urban population),,
French Polynesia,PYF,Income share held by second 20%,,
French Polynesia,PYF,Income share held by third 20%,,
French Polynesia,PYF,Income share held by fourth 20%,,
French Polynesia,PYF,Income share held by highest 20%,,
French Polynesia,PYF,Income share held by highest 10%,,
French Polynesia,PYF,Income share held by lowest 10%,,
French Polynesia,PYF,Income share held by lowest 20%,,
French Polynesia,PYF,Poverty headcount ratio at $2 a day (PPP) (% of population),,
French Polynesia,PYF,Poverty headcount ratio at $1.25 a day (PPP) (% of population),,
French Polynesia,PYF,Poverty gap at $2 a day (PPP) (%),,
French Polynesia,PYF,Poverty gap at $1.25 a day (PPP) (%),,
French Polynesia,PYF,GINI index,,
French Polynesia,PYF,Poverty gap at national poverty line (%),,
French Polynesia,PYF,Poverty headcount ratio at national poverty line (% of population),,
French Polynesia,PYF,Poverty gap at rural poverty line (%),,
French Polynesia,PYF,Poverty headcount ratio at rural poverty line (% of rural population),,
French Polynesia,PYF,Poverty gap at urban poverty line (%),,
French Polynesia,PYF,Poverty headcount ratio at urban poverty line (% of urban population),,
Gabon,GAB,Income share held by second 20%,1.12,
Gabon,GAB,Income share held by third 20%,14.54,
Gabon,GAB,Income share held by fourth 20%,21,
Gabon,GAB,Income share held by highest 20%,48.18,
Gabon,GAB,Income share held by highest 10%,32.95,
Gabon,GAB,Income share held by lowest 10%,2.58,
Gabon,GAB,Income share held by lowest 20%,6.16,
Gabon,GAB,Poverty headcount ratio at $2 a day (PPP) (% of population),19.59,
Gabon,GAB,Poverty headcount ratio at $1.25 a day (PPP) (% of population),4.84,
Gabon,GAB,Poverty gap at $2 a day (PPP) (%),5.2,
Gabon,GAB,Poverty gap at $1.25 a day (PPP) (%),0.9,
Gabon,GAB,GINI index,41.45,
Gabon,GAB,Poverty gap at national poverty line (%),1,
Gabon,GAB,Poverty headcount ratio at national poverty line (% of population),32.7,
Gabon,GAB,Poverty gap at rural poverty line (%),16,
Gabon,GAB,Poverty headcount ratio at rural poverty line (% of rural population),44.6,
Gabon,GAB,Poverty gap at urban poverty line (%),8.5,
Gabon,GAB,Poverty headcount ratio at urban poverty line (% of urban population),29.8,
"Gambia, The",GMB,Income share held by second 20%,8.56,
"Gambia, The",GMB,Income share held by third 20%,13.24,
"Gambia, The",GMB,Income share held by fourth 20%,2.57,
"Gambia, The",GMB,Income share held by highest 20%,52.84,
"Gambia, The",GMB,Income share held by highest 10%,36.94,
"Gambia, The",GMB,Income share held by lowest 10%,1.95,
"Gambia, The",GMB,Income share held by lowest 20%,4.79,
"Gambia, The",GMB,Poverty headcount ratio at $2 a day (PPP) (% of population),55.93,
"Gambia, The",GMB,Poverty headcount ratio at $1.25 a day (PPP) (% of population),33.63,
"Gambia, The",GMB,Poverty gap at $2 a day (PPP) (%),24.38,
"Gambia, The",GMB,Poverty gap at $1.25 a day (PPP) (%),11.69,
"Gambia, The",GMB,GINI index,47.28,
"Gambia, The",GMB,Poverty gap at national poverty line (%),27.9,
"Gambia, The",GMB,Poverty headcount ratio at national poverty line (% of population),48.4,
"Gambia, The",GMB,Poverty gap at rural poverty line (%),,
"Gambia, The",GMB,Poverty headcount ratio at rural poverty line (% of rural population),73.9,
"Gambia, The",GMB,Poverty gap at urban poverty line (%),,
"Gambia, The",GMB,Poverty headcount ratio at urban poverty line (% of urban population),32.7,
Georgia,GEO,Income share held by second 20%,1.25,
Georgia,GEO,Income share held by third 20%,15.23,
Georgia,GEO,Income share held by fourth 20%,22.5,
Georgia,GEO,Income share held by highest 20%,47.15,
Georgia,GEO,Income share held by highest 10%,31.31,
Georgia,GEO,Income share held by lowest 10%,2,
Georgia,GEO,Income share held by lowest 20%,5.32,
